epoch,accuracy,loss,lr,val_accuracy,val_loss,val_macro_f1
0,0.3013582229614258,1.157281756401062,0.00016,0.22229380905628204,2.647885322570801,0.11038183775081549
1,0.3449915051460266,1.0614182949066162,0.00032,0.21520619094371796,2.575220823287964,0.10144353854031274
2,0.37962648272514343,1.0275852680206299,0.00048,0.17074742913246155,2.0683236122131348,0.04907407407407407
3,0.39745330810546875,1.006018042564392,0.00064,0.34471648931503296,1.0818209648132324,0.3096650533030973
4,0.41426146030426025,0.9772627353668213,0.0008,0.4104381501674652,0.9788097739219666,0.39659968576085913
5,0.4424448311328888,0.9367640018463135,0.0008,0.45167526602745056,0.928257405757904,0.4232198418271882
6,0.4665534794330597,0.9150403141975403,0.0007997813,0.3956185579299927,1.003849983215332,0.36747876532585827
7,0.48658743500709534,0.8885915279388428,0.00079912547,0.4619845449924469,1.0224682092666626,0.41743973403462986
8,0.4993208944797516,0.8724718689918518,0.00079803314,0.5045102834701538,0.8392826318740845,0.47536502763970656
9,0.5215619802474976,0.8248060345649719,0.0007965056,0.5109536051750183,0.8634151220321655,0.5011384225447247
10,0.526655375957489,0.8302637338638306,0.0007945445,0.5148195624351501,0.8193857073783875,0.5040488963004792
11,0.527334451675415,0.8165486454963684,0.00079215196,0.4980670213699341,0.8538194894790649,0.4773403588603988
12,0.553820013999939,0.7933878898620605,0.00078933063,0.46713918447494507,0.9226755499839783,0.41168447176285916
13,0.551612913608551,0.7917696833610535,0.0007860836,0.4548968970775604,0.9444370865821838,0.4261394115545922
14,0.5634974241256714,0.7828505635261536,0.00078241434,0.4793814420700073,0.8799557089805603,0.4697948961590226
15,0.5911715030670166,0.7529323697090149,0.0007783269,0.4510309398174286,0.8872272372245789,0.430797212337455
16,0.5797962546348572,0.755770742893219,0.0007738258,0.5412371158599854,0.7946513891220093,0.5252621279558644
17,0.580475389957428,0.755261242389679,0.0007689159,0.4961340129375458,0.8850639462471008,0.4627441043813885
18,0.5979626774787903,0.7038112282752991,0.0007636026,0.5579897165298462,0.7718073129653931,0.5564973231995414
19,0.611714780330658,0.701865017414093,0.00075789174,0.5902062058448792,0.7007776498794556,0.5886150584373261
20,0.6074702739715576,0.717187762260437,0.0007517895,0.5579897165298462,0.7886881232261658,0.5419463452786958
21,0.6125636696815491,0.7053829431533813,0.0007453026,0.5541236996650696,0.8056373000144958,0.5496858003111952
22,0.6370118856430054,0.6770751476287842,0.0007384381,0.5824742317199707,0.7319677472114563,0.5776146872213753
23,0.6354838609695435,0.6661049723625183,0.00073120353,0.5992268323898315,0.7012155055999756,0.5948715615198829
