epoch,accuracy,loss,lr,val_accuracy,val_loss,val_macro_f1
0,0.28998303413391113,1.1606287956237793,0.00016,0.2055412381887436,1.8665391206741333,0.11088561088561089
1,0.34991511702537537,1.0568534135818481,0.00032,0.1920103132724762,2.0201916694641113,0.08338823688714835
2,0.37453311681747437,1.0389561653137207,0.00048,0.2229381501674652,1.4980816841125488,0.12347358445831465
3,0.38998302817344666,1.013954758644104,0.00064,0.34278351068496704,1.0775285959243774,0.30134571490063305
4,0.4098471999168396,0.9804696440696716,0.0008,0.4329896867275238,0.94678795337677,0.4223112399720366
5,0.44651952385902405,0.9369012117385864,0.0008,0.4329896867275238,0.9585928916931152,0.40422136686652865
6,0.4677419364452362,0.9026146531105042,0.0007950815,0.4710051417350769,0.881276547908783,0.4453944951725705
7,0.4848896563053131,0.8870171904563904,0.0007804471,0.48711341619491577,0.8831004500389099,0.4602360760558097
8,0.4736842215061188,0.8972329497337341,0.0007564571,0.48131442070007324,0.8403022885322571,0.4610099584685809
9,0.49609509110450745,0.879224419593811,0.0007237023,0.5057989954948425,0.8088420033454895,0.48867193118462565
10,0.5305602550506592,0.7982702255249023,0.00068298914,0.5335051417350769,0.8296858668327332,0.5227929525988383
11,0.53123939037323,0.8291893601417542,0.0006353202,0.5470361113548279,0.7878477573394775,0.544087830888678
12,0.5626485347747803,0.7671002745628357,0.0005818692,0.5367268323898315,0.8226974606513977,0.5231265074207128
13,0.5794566869735718,0.7593201994895935,0.0005239523,0.5625,0.7826887965202332,0.5592260559288454
14,0.5853989720344543,0.7540276050567627,0.00046299558,0.5715206265449524,0.7371472120285034,0.570378312157087
15,0.6011884808540344,0.7148038744926453,0.0004005,0.5399484634399414,0.772224485874176,0.5105548386071689
16,0.6023769378662109,0.7127678394317627,0.00033800444,0.5734536051750183,0.7411683201789856,0.56496370511363
17,0.6205433011054993,0.6787859797477722,0.00027704771,0.5831185579299927,0.7425110936164856,0.5764746346674242
18,0.6373514533042908,0.6688137650489807,0.0002191308,0.5921391844749451,0.714236855506897,0.5959141946229771
19,0.6534804701805115,0.6449011564254761,0.0001656798,0.6024484634399414,0.7129617929458618,0.5925028933946082
20,0.6626485586166382,0.6451850533485413,0.00011801084,0.6230670213699341,0.686712384223938,0.6207937682259294
21,0.6719864010810852,0.6349340081214905,7.729771e-05,0.623711347579956,0.6838296055793762,0.6193521849296496
22,0.6926994919776917,0.5758434534072876,4.4542892e-05,0.6275773048400879,0.6978451609611511,0.623376918542527
23,0.6865874528884888,0.6004881858825684,2.0552921e-05,0.6314433217048645,0.6827787160873413,0.6283559796950523
24,0.6801358461380005,0.610758364200592,5.918508e-06,0.6301546096801758,0.6858896613121033,0.6271340588943837
25,0.6222410798072815,0.6801196932792664,0.0008,0.3994845449924469,1.2039064168930054,0.36289589908414494
26,0.5631579160690308,0.7663626670837402,0.0007987685,0.5335051417350769,0.8716912269592285,0.533437939826361
27,0.6035653352737427,0.7143496870994568,0.0007950815,0.5657216310501099,0.7421022653579712,0.5491334470820474
28,0.6219015121459961,0.6883576512336731,0.00078896177,0.5702319741249084,0.741113543510437,0.5702528885129695
