epoch,accuracy,loss,lr,val_accuracy,val_loss,val_macro_f1
0,0.3353140950202942,1.1066702604293823,0.00016,0.1829896867275238,1.3227248191833496,0.07852295373347992
1,0.4193548262119293,0.9651962518692017,0.00032,0.21713916957378387,1.9225302934646606,0.12018071893770194
2,0.4524618089199066,0.9186052680015564,0.00048,0.2229381501674652,1.8677219152450562,0.1322239006947745
3,0.4937181770801544,0.8537686467170715,0.00064,0.28286081552505493,1.376876950263977,0.20671726571339752
4,0.5022071599960327,0.8354493975639343,0.0008,0.3859536051750183,1.1459174156188965,0.34845147200971
5,0.5246179699897766,0.8088913559913635,0.0008,0.3949742317199707,0.9471396207809448,0.37887415732790886
6,0.5470288395881653,0.7839584350585938,0.0007997813,0.500644326210022,0.8443790078163147,0.4944231082482487
7,0.5986417531967163,0.7051966786384583,0.00079912547,0.4639175236225128,0.977446973323822,0.4321211952369228
8,0.6229202151298523,0.6599678993225098,0.00079803314,0.5051546096801758,0.8439828753471375,0.5068155270270391
9,0.6471986174583435,0.6186179518699646,0.0007965056,0.468427836894989,0.8966261744499207,0.4700147778024193
10,0.6446519494056702,0.6496080160140991,0.0007945445,0.5670102834701538,0.7565969824790955,0.5654166785073808
11,0.6797962784767151,0.6085291504859924,0.00079215196,0.5573453903198242,0.748318076133728,0.5514984163223992
12,0.708658754825592,0.5457055568695068,0.00078933063,0.5405927896499634,0.7884547710418701,0.543747688446715
13,0.7290322780609131,0.5425431728363037,0.0007860836,0.5367268323898315,0.8435779213905334,0.5208637955497798
14,0.7536502480506897,0.5055057406425476,0.00078241434,0.43234536051750183,1.0534106492996216,0.3798846680430675
15,0.759422779083252,0.48462602496147156,0.0007783269,0.41430413722991943,1.1371673345565796,0.38046530577678256
16,0.7704584002494812,0.466142863035202,0.0007738258,0.5489690899848938,0.8014494180679321,0.5487262981124642
17,0.8010186553001404,0.4199656844139099,0.0007689159,0.5380154848098755,0.8714072704315186,0.5303543191375043
18,0.782852292060852,0.47900304198265076,0.0007636026,0.5296391844749451,0.9200299382209778,0.5239168173184797
19,0.8341256380081177,0.3869072198867798,0.00075789174,0.5889175534248352,0.8030301928520203,0.5932984425525262
20,0.8750424385070801,0.35946840047836304,0.0007517895,0.5798969268798828,0.8441048264503479,0.5656082381919137
21,0.8731748461723328,0.4065638482570648,0.0007453026,0.563788652420044,0.7981249690055847,0.5577927631862134
22,0.8770797848701477,0.33920371532440186,0.0007384381,0.5554123520851135,0.8299363851547241,0.5585814250559729
23,0.8775891065597534,0.3275822401046753,0.00073120353,0.5360824465751648,0.8998088240623474,0.5283563176663235
24,0.8235993385314941,0.43093547224998474,0.0007236068,0.501288652420044,0.9852461814880371,0.5023063074709885
25,0.9044142365455627,0.32414478063583374,0.0007156562,0.5715206265449524,0.8470818996429443,0.5788995468559225
26,0.885908305644989,0.3747834265232086,0.00070736045,0.5657216310501099,0.8717861175537109,0.5615174006356715
27,0.9215619564056396,0.28640568256378174,0.0006987286,0.6198453903198242,0.7860511541366577,0.6178356041762478
28,0.9382003545761108,0.2936343848705292,0.0006897701,0.5438144207000732,0.9343444108963013,0.5289252965156731
29,0.9088284969329834,0.3201495110988617,0.0006804947,0.5985824465751648,0.8589828610420227,0.5941740386752931
30,0.9439728260040283,0.2675052285194397,0.0006709126,0.5734536051750183,0.8965710401535034,0.5655853478986291
31,0.9178268313407898,0.3249950408935547,0.0006610343,0.5966494679450989,0.778828501701355,0.597471140263135
32,0.9544991254806519,0.2686307728290558,0.00065087056,0.6063144207000732,0.8580529689788818,0.5966477044364641
33,0.961799681186676,0.23437091708183289,0.00064043247,0.5837628841400146,0.8962435126304626,0.576851979366402
34,0.943803071975708,0.2780874967575073,0.00062973145,0.500644326210022,0.9915733933448792,0.47235609596218736
35,0.9368420839309692,0.2921990752220154,0.0006187793,0.5766752362251282,0.895396888256073,0.5694324530208671
36,0.9551782608032227,0.23078903555870056,0.0006075878,0.5573453903198242,0.9661345481872559,0.5465983970367061
37,0.9448217153549194,0.2502548098564148,0.0005961694,0.6121134161949158,0.8296467661857605,0.6105808010705752
38,0.9590831995010376,0.23028390109539032,0.00058453646,0.5599226951599121,0.8980932235717773,0.5468760949374594
39,0.8747028708457947,0.3647992014884949,0.00057270174,0.5277062058448792,0.9772421717643738,0.5203771816065973
40,0.9337860941886902,0.29796668887138367,0.0005606782,0.5908505320549011,0.9005876779556274,0.587407639875866
41,0.9157894849777222,0.3144524097442627,0.0005484789,0.5128865838050842,0.9762017726898193,0.5007760038854289
42,0.9286926984786987,0.29704269766807556,0.0005361173,0.344072163105011,1.3670146465301514,0.29917717293240387
43,0.9112054109573364,0.32612353563308716,0.0005236068,0.5972937941551208,0.8305125832557678,0.59696785593803
44,0.9456706047058105,0.2656482756137848,0.00051096117,0.5908505320549011,0.8528020977973938,0.5871626030375748
45,0.9436332583427429,0.25231340527534485,0.0004981942,0.6050257682800293,0.835646390914917,0.602477040525054
46,0.9753820300102234,0.225887730717659,0.00048531985,0.5921391844749451,0.8817559480667114,0.5925129476650675
47,0.9432936906814575,0.24503085017204285,0.0004723522,0.6088917255401611,0.8640693426132202,0.6105204156869408
