epoch,accuracy,loss,lr,val_accuracy,val_loss,val_macro_f1
0,0.23378607630729675,0.25691109895706177,1e-04,0.17074742913246155,0.5429331660270691,0.04861493303980921
1,0.2767402231693268,0.2319348305463791,0.0002,0.1694587618112564,0.48332953453063965,0.04838116261957321
2,0.3134125769138336,0.22047437727451324,0.0003,0.23324742913246155,0.34419456124305725,0.12314729732849489
3,0.33022069931030273,0.21369215846061707,0.0004,0.18878865242004395,0.2894338369369507,0.08667225381412946
4,0.3465195298194885,0.20700997114181519,0.0005,0.3041236996650696,0.21378174424171448,0.2540290225856349
5,0.3538200259208679,0.20090033113956451,0.0005,0.4110824763774872,0.18468280136585236,0.36485331714977703
6,0.37385398149490356,0.19459334015846252,0.0004998633,0.4259020686149597,0.17598704993724823,0.3813958593500975
7,0.3869270086288452,0.19246496260166168,0.0004994534,0.4213917553424835,0.1799614429473877,0.38164945483459545
8,0.39015281200408936,0.18712809681892395,0.00049877074,0.4194587767124176,0.17458027601242065,0.3714685939294154
9,0.4086587429046631,0.18359750509262085,0.000497816,0.3988402187824249,0.1872447282075882,0.3585676207822002
10,0.41307300329208374,0.18105308711528778,0.00049659034,0.45167526602745056,0.17478802800178528,0.42308382190493393
11,0.4438030421733856,0.1743563860654831,0.000495095,0.46971648931503296,0.1632114201784134,0.4400745139984869
12,0.44634974002838135,0.16797450184822083,0.00049333164,0.4490979313850403,0.16604210436344147,0.40588079371247576
13,0.46247878670692444,0.1650012880563736,0.0004913022,0.46585050225257874,0.1583254635334015,0.43156363624594957
14,0.47062817215919495,0.1616462767124176,0.00048900896,0.5051546096801758,0.15234817564487457,0.4913596054691811
15,0.4748726785182953,0.1580476462841034,0.00048645432,0.5167526006698608,0.1477532982826233,0.504116178785729
16,0.49507638812065125,0.15333400666713715,0.0004836411,0.5148195624351501,0.14646971225738525,0.5045673792370206
17,0.5016977787017822,0.1517009288072586,0.00048057243,0.5090206265449524,0.14767703413963318,0.49003302391783166
